# Region          : all region0
# Cells           : 7500
# Volume          : 2.6000000000e-01
# Time            	average(p)
0.0206611         	1.6558516353e+05
0.0207082         	1.6583062034e+05
0.0207554         	1.6609569112e+05
0.0208025         	1.6638059725e+05
0.0208497         	1.6668668952e+05
0.0208968         	1.6701359888e+05
0.020944          	1.6736425130e+05
0.0209911         	1.6773990258e+05
0.0210398         	1.6815399965e+05
0.0210869         	1.6858088182e+05
0.021134          	1.6903165494e+05
0.0211828         	1.6952437426e+05
0.0212298         	1.7002596277e+05
0.0212787         	1.7057302482e+05
0.0213257         	1.7112452583e+05
0.0213746         	1.7172482375e+05
0.0214235         	1.7235032954e+05
0.0214725         	1.7300860554e+05
0.0215214         	1.7369507955e+05
0.0215703         	1.7440801640e+05
0.0216192         	1.7514149678e+05
0.0216682         	1.7589229204e+05
0.0217171         	1.7666369369e+05
0.021766          	1.7745651957e+05
0.021815          	1.7826488641e+05
0.0218639         	1.7908295843e+05
0.0219128         	1.7991198952e+05
0.0219618         	1.8075223754e+05
0.0220107         	1.8160422659e+05
0.0220596         	1.8246125918e+05
0.0221086         	1.8332095382e+05
0.0221575         	1.8417303055e+05
0.0222064         	1.8502266087e+05
0.0222553         	1.8587331518e+05
0.0223043         	1.8672887066e+05
0.0223532         	1.8758499045e+05
0.0224021         	1.8842524789e+05
0.0224511         	1.8925537062e+05
0.0225            	1.9008187116e+05
0.0225472         	1.9087692930e+05
0.0225943         	1.9167022662e+05
0.0226415         	1.9246331997e+05
0.0226887         	1.9325092366e+05
0.0227358         	1.9402747892e+05
0.022783          	1.9479125575e+05
0.0228302         	1.9554093403e+05
0.0228764         	1.9626353203e+05
0.0229225         	1.9698760948e+05
0.0229687         	1.9771438200e+05
0.0230149         	1.9843506664e+05
0.023061          	1.9913883806e+05
0.0231072         	1.9983399738e+05
0.0231534         	2.0052761822e+05
0.0231995         	2.0120944829e+05
0.0232457         	2.0188060506e+05
0.0232919         	2.0253976063e+05
0.023338          	2.0320140878e+05
0.0233842         	2.0386006285e+05
0.0234303         	2.0451904309e+05
0.0234765         	2.0517663837e+05
0.0235227         	2.0583108910e+05
0.0235688         	2.0647896642e+05
0.023615          	2.0712502308e+05
0.0236612         	2.0777281601e+05
0.023709          	2.0844952086e+05
0.0237568         	2.0911484063e+05
0.0238046         	2.0977520831e+05
0.0238524         	2.1043129817e+05
0.0239003         	2.1108501427e+05
0.0239481         	2.1172929161e+05
0.0239959         	2.1236366993e+05
0.0240437         	2.1300074819e+05
0.0240915         	2.1363584646e+05
0.0241393         	2.1426835593e+05
0.02419           	2.1493412277e+05
0.0242406         	2.1559563093e+05
0.0242912         	2.1624047310e+05
0.0243418         	2.1687321649e+05
0.0243925         	2.1749246428e+05
0.0244431         	2.1809620115e+05
0.0244937         	2.1869305480e+05
0.0245444         	2.1927829460e+05
0.024595          	2.1985279553e+05
0.0246456         	2.2041575358e+05
0.0246962         	2.2096408568e+05
0.0247469         	2.2149549997e+05
0.0247975         	2.2201356001e+05
0.0248481         	2.2251269724e+05
0.0248987         	2.2299610064e+05
0.0249494         	2.2346879873e+05
0.025             	2.2392884611e+05
0.0250543         	2.2440325768e+05
0.0251075         	2.2484940614e+05
0.0251607         	2.2527983949e+05
0.0252138         	2.2568945013e+05
0.025267          	2.2608583923e+05
0.0253202         	2.2646091477e+05
0.0253733         	2.2681899497e+05
0.0254265         	2.2715748913e+05
0.0254797         	2.2748541475e+05
0.0255328         	2.2779749953e+05
0.025586          	2.2809361457e+05
0.0256392         	2.2837575038e+05
0.0256923         	2.2864387329e+05
0.0257455         	2.2889385154e+05
0.0257987         	2.2912987216e+05
0.0258518         	2.2935817125e+05
0.025905          	2.2958101338e+05
0.0259582         	2.2979478454e+05
0.0260113         	2.3000132007e+05
0.0260627         	2.3019606818e+05
0.026114          	2.3038303509e+05
0.0261653         	2.3055982821e+05
0.0262167         	2.3072750781e+05
0.026268          	2.3088777082e+05
0.0263193         	2.3103824517e+05
0.0263707         	2.3118285296e+05
0.026422          	2.3132524056e+05
0.0264733         	2.3146489677e+05
0.0265247         	2.3160467961e+05
0.026576          	2.3174595768e+05
0.0266273         	2.3188521917e+05
0.0266787         	2.3202320105e+05
0.02673           	2.3215641310e+05
0.0267813         	2.3228197901e+05
0.0268327         	2.3240566364e+05
0.026884          	2.3252823425e+05
0.0269353         	2.3265101658e+05
0.0269867         	2.3277643718e+05
0.027038          	2.3290031383e+05
0.0270893         	2.3302224387e+05
0.0271407         	2.3314237771e+05
0.027192          	2.3325890457e+05
0.0272433         	2.3337464988e+05
0.0272947         	2.3349198859e+05
0.027346          	2.3360783221e+05
0.0273973         	2.3372351332e+05
0.0274487         	2.3383755948e+05
0.0275            	2.3395424061e+05
0.027549          	2.3406826015e+05
0.027598          	2.3418162941e+05
0.0276471         	2.3429515356e+05
0.0276961         	2.3441290435e+05
0.0277451         	2.3453186978e+05
0.0277941         	2.3464999666e+05
0.0278431         	2.3477165220e+05
0.0278922         	2.3489652596e+05
0.0279412         	2.3502329310e+05
0.0279902         	2.3515343725e+05
0.0280392         	2.3528238603e+05
0.0280882         	2.3541165870e+05
0.0281373         	2.3554335997e+05
0.0281863         	2.3567761885e+05
0.0282353         	2.3581283601e+05
0.0282843         	2.3594785257e+05
0.028332          	2.3608513591e+05
0.0283796         	2.3622600667e+05
0.0284273         	2.3636867602e+05
0.0284749         	2.3651686579e+05
0.0285226         	2.3667199696e+05
0.0285703         	2.3683102003e+05
0.0286179         	2.3700084432e+05
0.0286656         	2.3717676446e+05
0.0287132         	2.3735889620e+05
0.0287609         	2.3754687743e+05
0.0288086         	2.3773869338e+05
0.0288562         	2.3793728087e+05
0.0289039         	2.3814232891e+05
0.0289515         	2.3835706842e+05
0.0289992         	2.3857955437e+05
0.0290468         	2.3880680585e+05
0.0290945         	2.3903834575e+05
0.0291422         	2.3927394860e+05
0.0291898         	2.3951405617e+05
0.0292375         	2.3976449059e+05
0.0292851         	2.4002117737e+05
0.0293328         	2.4027966296e+05
0.0293804         	2.4054590982e+05
0.0294281         	2.4081690047e+05
0.0294758         	2.4109028265e+05
0.0295234         	2.4136348919e+05
0.0295711         	2.4163393304e+05
0.0296187         	2.4190130525e+05
0.0296664         	2.4216591566e+05
0.0297141         	2.4242483888e+05
0.0297617         	2.4268517373e+05
0.0298094         	2.4294507628e+05
0.029857          	2.4319815580e+05
0.0299047         	2.4344253532e+05
0.0299523         	2.4368302931e+05
0.03              	2.4391947869e+05
0.03005           	2.4416299488e+05
0.0301            	2.4440421106e+05
0.03015           	2.4463857376e+05
0.0302            	2.4486418858e+05
0.03025           	2.4507678595e+05
0.0303            	2.4527586545e+05
0.03035           	2.4546407979e+05
0.0304            	2.4564263100e+05
0.03045           	2.4581444835e+05
0.0305            	2.4597973095e+05
0.0305513         	2.4613809231e+05
0.0306026         	2.4628594348e+05
0.0306538         	2.4642415168e+05
0.0307051         	2.4655209053e+05
0.0307564         	2.4666857309e+05
0.0308092         	2.4678007693e+05
0.0308605         	2.4687831781e+05
0.0309117         	2.4697161863e+05
0.030963          	2.4705813447e+05
0.0310142         	2.4713803787e+05
0.0310654         	2.4721017419e+05
0.0311167         	2.4727747181e+05
0.0311679         	2.4734388774e+05
0.0312191         	2.4739863415e+05
0.0312704         	2.4744376136e+05
0.0313216         	2.4748082113e+05
0.0313728         	2.4751168772e+05
0.0314241         	2.4753574873e+05
0.0314753         	2.4755557443e+05
0.0315265         	2.4756820102e+05
0.0315778         	2.4757830734e+05
0.031629          	2.4758790445e+05
0.0316802         	2.4759071049e+05
0.0317315         	2.4758861149e+05
0.0317827         	2.4758771539e+05
0.0318339         	2.4758387217e+05
0.0318852         	2.4757432750e+05
0.0319364         	2.4756361417e+05
0.0319877         	2.4755082541e+05
0.0320389         	2.4753408100e+05
0.0320901         	2.4750880974e+05
0.0321414         	2.4747869901e+05
0.0321926         	2.4744836158e+05
0.0322438         	2.4741545039e+05
0.0322951         	2.4737995066e+05
0.0323463         	2.4734060987e+05
0.0323975         	2.4730242460e+05
0.0324488         	2.4726488788e+05
0.0325            	2.4722739410e+05
0.03255           	2.4719188767e+05
0.0326            	2.4715770245e+05
0.03265           	2.4712455474e+05
0.0327            	2.4709288444e+05
0.03275           	2.4705979382e+05
0.0328            	2.4702710095e+05
0.03285           	2.4699891138e+05
0.0329            	2.4697100351e+05
0.0329488         	2.4694734878e+05
0.0329977         	2.4692844872e+05
0.0330465         	2.4691560935e+05
0.0330953         	2.4690563465e+05
0.0331442         	2.4689843516e+05
0.0331943         	2.4689171636e+05
0.0332431         	2.4688987542e+05
0.0332919         	2.4689263735e+05
0.0333422         	2.4689868206e+05
0.0333909         	2.4690713487e+05
0.0334397         	2.4692024410e+05
0.0334885         	2.4693766293e+05
0.0335372         	2.4695864320e+05
0.033586          	2.4698188392e+05
0.0336347         	2.4700961138e+05
0.0336835         	2.4704058838e+05
0.0337305         	2.4707602658e+05
0.0337793         	2.4711722970e+05
0.0338263         	2.4716437056e+05
0.0338732         	2.4721762931e+05
0.0339202         	2.4727532607e+05
0.0339671         	2.4733251398e+05
0.0340141         	2.4739009544e+05
0.034061          	2.4745217435e+05
0.034108          	2.4751968830e+05
0.0341549         	2.4759163245e+05
0.0342019         	2.4766609826e+05
0.0342488         	2.4774191423e+05
0.0342958         	2.4782109074e+05
0.0343427         	2.4790267755e+05
0.0343897         	2.4798534245e+05
0.0344366         	2.4807235031e+05
0.0344836         	2.4816685808e+05
0.0345305         	2.4826666751e+05
0.0345775         	2.4836959935e+05
0.0346197         	2.4846583583e+05
0.0346673         	2.4857185616e+05
0.0347088         	2.4866835855e+05
0.0347574         	2.4877556923e+05
0.0348059         	2.4888166519e+05
0.0348544         	2.4898759678e+05
0.0349029         	2.4909608405e+05
0.0349515         	2.4920422193e+05
0.035             	2.4931091681e+05
0.035041          	2.4940763097e+05
0.0350834         	2.4950891641e+05
0.0351258         	2.4961144499e+05
0.0351682         	2.4971357154e+05
0.0352106         	2.4981473871e+05
0.035253          	2.4991577012e+05
0.0352954         	2.5001540698e+05
0.0353378         	2.5011448245e+05
0.0353802         	2.5021254909e+05
0.0354217         	2.5030680933e+05
0.0354633         	2.5040079937e+05
0.0355049         	2.5049249103e+05
0.0355464         	2.5057871991e+05
0.0355871         	2.5066203696e+05
0.0356278         	2.5074194154e+05
0.0356677         	2.5081813098e+05
0.0357075         	2.5089134367e+05
0.0357465         	2.5096010283e+05
0.0357854         	2.5102574752e+05
0.0358244         	2.5108787816e+05
0.0358634         	2.5114697213e+05
0.0359014         	2.5120136147e+05
0.0359395         	2.5124989215e+05
0.0359775         	2.5129332529e+05
0.0360156         	2.5133150050e+05
0.0360527         	2.5136433938e+05
0.0360889         	2.5139116749e+05
0.0361251         	2.5141467316e+05
0.0361613         	2.5143751147e+05
0.0361974         	2.5145774721e+05
0.0362336         	2.5147524978e+05
0.0362698         	2.5148871287e+05
0.036306          	2.5149819968e+05
0.0363411         	2.5150689526e+05
0.0363762         	2.5151321262e+05
0.0364103         	2.5151655610e+05
0.0364443         	2.5151571511e+05
0.0364784         	2.5151030544e+05
0.0365124         	2.5150128640e+05
0.0365465         	2.5148894702e+05
0.0365805         	2.5147309997e+05
0.0366146         	2.5145552739e+05
0.0366474         	2.5143917529e+05
0.0366815         	2.5142118683e+05
0.0367171         	2.5139856524e+05
0.0367511         	2.5137554656e+05
0.0367852         	2.5135190608e+05
0.0368192         	2.5132812131e+05
0.0368516         	2.5130631110e+05
0.036884          	2.5128423194e+05
0.0369183         	2.5125843736e+05
0.0369506         	2.5123384354e+05
0.0369849         	2.5120446250e+05
0.0370193         	2.5117370595e+05
0.0370536         	2.5113967561e+05
0.0370879         	2.5110372587e+05
0.0371223         	2.5106536790e+05
0.0371566         	2.5102542995e+05
0.037191          	2.5098275343e+05
0.0372253         	2.5093747000e+05
0.0372596         	2.5089112814e+05
0.037294          	2.5084312539e+05
0.0373283         	2.5079443846e+05
0.0373626         	2.5074537083e+05
0.037397          	2.5069623064e+05
0.0374313         	2.5064562125e+05
0.0374657         	2.5059378848e+05
0.0375            	2.5054018258e+05
0.0375338         	2.5048564876e+05
0.0375676         	2.5043028960e+05
0.0376014         	2.5037486193e+05
0.0376351         	2.5031895710e+05
0.0376689         	2.5026295763e+05
0.0377027         	2.5020722240e+05
0.0377365         	2.5015247301e+05
0.0377698         	2.5010119775e+05
0.0378031         	2.5005050156e+05
0.0378359         	2.4999866783e+05
0.0378686         	2.4994522868e+05
0.0379009         	2.4989318391e+05
0.0379337         	2.4983931676e+05
0.0379665         	2.4978683913e+05
0.0379999         	2.4973569435e+05
0.0380327         	2.4968520875e+05
0.0380654         	2.4963377305e+05
0.0380982         	2.4958229880e+05
0.0381305         	2.4953354997e+05
0.0381622         	2.4948712521e+05
0.0381938         	2.4944130641e+05
0.0382261         	2.4939331034e+05
0.0382578         	2.4934606107e+05
0.0382894         	2.4929917410e+05
0.0383205         	2.4925492047e+05
0.0383516         	2.4921217709e+05
0.0383833         	2.4916777626e+05
0.038415          	2.4912307655e+05
0.0384474         	2.4907620917e+05
0.0384797         	2.4902986056e+05
0.0385114         	2.4898494963e+05
0.0385424         	2.4894356092e+05
0.0385748         	2.4890095983e+05
0.0386072         	2.4885862695e+05
0.0386389         	2.4881900806e+05
0.0386705         	2.4878149198e+05
0.0387022         	2.4874534958e+05
0.0387338         	2.4871144401e+05
0.0387655         	2.4867998325e+05
0.038798          	2.4864819069e+05
0.0388296         	2.4861946733e+05
0.0388612         	2.4859249791e+05
0.0388929         	2.4856756687e+05
0.0389236         	2.4854509253e+05
0.0389553         	2.4852147529e+05
0.0389869         	2.4849866802e+05
0.0390196         	2.4847502142e+05
0.0390512         	2.4845449795e+05
0.039084          	2.4843203457e+05
0.0391155         	2.4841147006e+05
0.0391471         	2.4839139782e+05
0.0391787         	2.4837231357e+05
0.0392103         	2.4835421332e+05
0.0392419         	2.4833679647e+05
0.0392735         	2.4831929265e+05
0.0393051         	2.4830318100e+05
0.0393367         	2.4828783183e+05
0.0393682         	2.4827424128e+05
0.0393998         	2.4826039760e+05
0.0394314         	2.4824597532e+05
0.039463          	2.4823172834e+05
0.0394946         	2.4821699168e+05
0.0395262         	2.4820320447e+05
0.0395578         	2.4819120107e+05
0.0395894         	2.4818011998e+05
0.0396209         	2.4817043109e+05
0.0396525         	2.4816089196e+05
0.0396841         	2.4815223659e+05
0.0397157         	2.4814370765e+05
0.0397473         	2.4813577650e+05
0.0397789         	2.4812700004e+05
0.0398105         	2.4811715486e+05
0.0398421         	2.4810674628e+05
0.0398736         	2.4809558361e+05
0.0399052         	2.4808413334e+05
0.0399368         	2.4807341248e+05
0.0399684         	2.4806252592e+05
0.04              	2.4805325520e+05
0.0400298         	2.4804649282e+05
0.0400606         	2.4803905911e+05
0.0400919         	2.4803115602e+05
0.0401224         	2.4802296479e+05
0.0401525         	2.4801198628e+05
0.0401822         	2.4800120991e+05
0.0402123         	2.4798986273e+05
0.0402428         	2.4797700321e+05
0.0402733         	2.4796165537e+05
0.0403038         	2.4794494042e+05
0.0403343         	2.4792653189e+05
0.040364          	2.4790928470e+05
0.0403937         	2.4789277350e+05
0.0404233         	2.4787691851e+05
0.0404534         	2.4786005253e+05
0.0404831         	2.4784350603e+05
0.0405132         	2.4782653405e+05
0.0405433         	2.4780891917e+05
0.0405739         	2.4778879387e+05
0.0406044         	2.4776775068e+05
0.0406345         	2.4774623849e+05
0.0406641         	2.4772395779e+05
0.0406937         	2.4770092737e+05
0.0407234         	2.4767800969e+05
0.0407535         	2.4765303188e+05
0.0407836         	2.4762665351e+05
0.0408137         	2.4759815682e+05
0.0408433         	2.4757007663e+05
0.0408734         	2.4754034274e+05
0.0409035         	2.4751028078e+05
0.0409331         	2.4748022342e+05
0.0409616         	2.4745170534e+05
0.0409906         	2.4742078429e+05
0.0410196         	2.4738971077e+05
0.0410487         	2.4735685314e+05
0.0410777         	2.4732337868e+05
0.0411067         	2.4728909256e+05
0.0411357         	2.4725222259e+05
0.0411648         	2.4721297125e+05
0.0411938         	2.4717377633e+05
0.0412222         	2.4713673033e+05
0.0412512         	2.4709640627e+05
0.0412803         	2.4705442905e+05
0.0413093         	2.4701103223e+05
0.0413377         	2.4696940826e+05
0.041366          	2.4692568914e+05
0.0413944         	2.4688092056e+05
0.0414227         	2.4683578242e+05
0.0414511         	2.4678922870e+05
0.0414794         	2.4674191539e+05
0.041507          	2.4669594163e+05
0.0415354         	2.4664654664e+05
0.0415637         	2.4659544967e+05
0.0415921         	2.4654416266e+05
0.0416196         	2.4649515637e+05
0.0416463         	2.4644882247e+05
0.0416738         	2.4639993435e+05
0.0417005         	2.4635316082e+05
0.0417281         	2.4630165358e+05
0.0417556         	2.4624751064e+05
0.0417843         	2.4618851669e+05
0.0418118         	2.4613070467e+05
0.0418393         	2.4607216679e+05
0.0418657         	2.4601673460e+05
0.0418933         	2.4595815061e+05
0.0419209         	2.4589857548e+05
0.0419472         	2.4584249651e+05
0.0419735         	2.4578695752e+05
0.0419999         	2.4573080696e+05
0.0420262         	2.4567596463e+05
0.0420525         	2.4561984176e+05
0.0420788         	2.4556295617e+05
0.0421052         	2.4550545626e+05
0.0421334         	2.4543981710e+05
0.0421595         	2.4537998218e+05
0.0421857         	2.4532004301e+05
0.0422143         	2.4525324983e+05
0.0422429         	2.4518681311e+05
0.0422686         	2.4512938016e+05
0.0422943         	2.4507235314e+05
0.04232           	2.4501547735e+05
0.0423457         	2.4495921012e+05
0.0423714         	2.4490269289e+05
0.0423971         	2.4484456075e+05
0.0424229         	2.4478604988e+05
0.0424486         	2.4472827854e+05
0.0424743         	2.4467076908e+05
0.0425            	2.4461535457e+05
0.0425275         	2.4455498722e+05
0.0425541         	2.4449860698e+05
0.0425806         	2.4444144089e+05
0.0426072         	2.4438222542e+05
0.0426335         	2.4432305731e+05
0.0426604         	2.4426143052e+05
0.0426873         	2.4419940867e+05
0.0427136         	2.4413806340e+05
0.0427399         	2.4407719958e+05
0.0427662         	2.4401576837e+05
0.0427924         	2.4395414806e+05
0.0428187         	2.4389205135e+05
0.042845          	2.4383156103e+05
0.0428713         	2.4377055832e+05
0.0428976         	2.4370832415e+05
0.0429238         	2.4364453941e+05
0.0429498         	2.4358162692e+05
0.0429761         	2.4351970019e+05
0.0430024         	2.4345697606e+05
0.043029          	2.4339325416e+05
0.0430556         	2.4332923052e+05
0.0430819         	2.4326506179e+05
0.0431082         	2.4320007209e+05
0.0431341         	2.4313805706e+05
0.0431611         	2.4307412942e+05
0.0431882         	2.4300955003e+05
0.0432144         	2.4294708914e+05
0.0432407         	2.4288435548e+05
0.0432658         	2.4282758142e+05
0.0432913         	2.4277053208e+05
0.0433168         	2.4271457528e+05
0.0433427         	2.4265600883e+05
0.0433682         	2.4259881601e+05
0.0433937         	2.4254130274e+05
0.0434192         	2.4248503906e+05
0.0434451         	2.4242752783e+05
0.043471          	2.4237062186e+05
0.043497          	2.4231504999e+05
0.0435229         	2.4225904500e+05
0.0435502         	2.4219657196e+05
0.0435766         	2.4213636147e+05
0.0436029         	2.4207437692e+05
0.0436288         	2.4201306013e+05
0.0436547         	2.4195192139e+05
0.0436806         	2.4189187083e+05
0.0437064         	2.4183176484e+05
0.0437323         	2.4177178586e+05
0.0437577         	2.4171375374e+05
0.043783          	2.4165522415e+05
0.0438084         	2.4159658719e+05
0.0438337         	2.4153798005e+05
0.0438591         	2.4147957591e+05
0.0438844         	2.4142060343e+05
0.0439098         	2.4136181166e+05
0.0439364         	2.4129955785e+05
0.043963          	2.4123715630e+05
0.0439896         	2.4117382379e+05
0.0440155         	2.4111360655e+05
0.0440407         	2.4105625279e+05
0.044066          	2.4100008989e+05
0.0440919         	2.4094248254e+05
0.0441178         	2.4088548089e+05
0.0441438         	2.4082822081e+05
0.0441697         	2.4077167113e+05
0.0441957         	2.4071448877e+05
0.0442216         	2.4065668210e+05
0.0442467         	2.4060062779e+05
0.0442727         	2.4054156479e+05
0.0442987         	2.4048226551e+05
0.0443247         	2.4042419849e+05
0.0443497         	2.4036930614e+05
0.0443747         	2.4031599129e+05
0.0444007         	2.4025854303e+05
0.0444268         	2.4020080949e+05
0.0444528         	2.4014252064e+05
0.0444789         	2.4008370154e+05
0.044505          	2.4002544799e+05
0.044531          	2.3996634476e+05
0.0445571         	2.3990654484e+05
0.0445831         	2.3984699031e+05
0.0446092         	2.3978730297e+05
0.0446352         	2.3972766937e+05
0.0446596         	2.3967460366e+05
0.0446857         	2.3961840141e+05
0.0447119         	2.3956249810e+05
0.0447381         	2.3950663133e+05
0.0447643         	2.3944905274e+05
0.0447905         	2.3939103795e+05
0.0448167         	2.3933234160e+05
0.0448429         	2.3927352413e+05
0.0448691         	2.3921527034e+05
0.0448952         	2.3915630978e+05
0.0449214         	2.3909525618e+05
0.0449476         	2.3903383381e+05
0.0449738         	2.3897117620e+05
0.045             	2.3890793125e+05
0.0450253         	2.3884765314e+05
0.0450508         	2.3878604995e+05
0.0450765         	2.3872364597e+05
0.0451023         	2.3866032715e+05
0.0451278         	2.3859805354e+05
0.0451531         	2.3853658940e+05
0.045178          	2.3847561317e+05
0.045203          	2.3841597926e+05
0.045228          	2.3835695436e+05
0.0452532         	2.3829771785e+05
0.0452785         	2.3823901504e+05
0.045304          	2.3817858394e+05
0.0453292         	2.3811900976e+05
0.0453545         	2.3805835732e+05
0.0453794         	2.3799822346e+05
0.0454044         	2.3793899576e+05
0.0454299         	2.3787719409e+05
0.0454558         	2.3781266145e+05
0.0454817         	2.3774666733e+05
0.0455076         	2.3767899575e+05
0.0455334         	2.3760922307e+05
0.045559          	2.3754036765e+05
0.0455842         	2.3747310724e+05
0.0456094         	2.3740509179e+05
0.0456346         	2.3733516545e+05
0.0456595         	2.3726614082e+05
0.0456847         	2.3719468282e+05
0.0457099         	2.3712305571e+05
0.0457355         	2.3704759000e+05
0.0457607         	2.3697274047e+05
0.0457859         	2.3689763571e+05
0.0458111         	2.3682159465e+05
0.0458363         	2.3674483243e+05
0.0458615         	2.3666778589e+05
0.0458871         	2.3658830547e+05
0.0459123         	2.3650978127e+05
0.0459375         	2.3643071789e+05
0.0459627         	2.3635031521e+05
0.0459875         	2.3627256539e+05
0.0460123         	2.3619509072e+05
0.0460371         	2.3611692096e+05
0.0460619         	2.3603732264e+05
0.0460867         	2.3595571374e+05
0.0461115         	2.3587431401e+05
0.0461367         	2.3579005965e+05
0.046162          	2.3570501554e+05
0.0461872         	2.3561896677e+05
0.046212          	2.3553367960e+05
0.0462363         	2.3544996545e+05
0.0462606         	2.3536625877e+05
0.0462859         	2.3527798011e+05
0.0463112         	2.3518788678e+05
0.0463365         	2.3509673222e+05
0.0463612         	2.3500804803e+05
0.0463855         	2.3492242021e+05
0.0464102         	2.3483465345e+05
0.046435          	2.3474545766e+05
0.0464598         	2.3465530998e+05
0.0464845         	2.3456408970e+05
0.0465093         	2.3447374751e+05
0.0465341         	2.3438264293e+05
0.0465588         	2.3429198524e+05
0.0465836         	2.3419853858e+05
0.0466084         	2.3410522241e+05
0.0466325         	2.3401478921e+05
0.0466566         	2.3392548968e+05
0.0466807         	2.3383536002e+05
0.0467048         	2.3374621429e+05
0.0467289         	2.3365731341e+05
0.0467537         	2.3356443765e+05
0.0467786         	2.3347026034e+05
0.0468035         	2.3337618869e+05
0.0468284         	2.3328121721e+05
0.0468532         	2.3318582152e+05
0.0468781         	2.3309014436e+05
0.046902          	2.3299868492e+05
0.046926          	2.3290736568e+05
0.0469499         	2.3281696994e+05
0.0469738         	2.3272667255e+05
0.0469977         	2.3263606872e+05
0.0470228         	2.3253896749e+05
0.0470467         	2.3244755090e+05
0.0470719         	2.3234976747e+05
0.0470956         	2.3225788905e+05
0.0471194         	2.3216662770e+05
0.0471432         	2.3207568354e+05
0.047167          	2.3198391154e+05
0.0471908         	2.3189202869e+05
0.0472146         	2.3179907687e+05
0.0472384         	2.3170496165e+05
0.0472621         	2.3160985506e+05
0.0472859         	2.3151364244e+05
0.0473097         	2.3141714050e+05
0.0473335         	2.3132028781e+05
0.0473573         	2.3122353441e+05
0.0473811         	2.3112704274e+05
0.0474049         	2.3103071365e+05
0.0474286         	2.3093406783e+05
0.0474524         	2.3083731133e+05
0.0474762         	2.3074043426e+05
0.0475            	2.3064305825e+05
0.047524          	2.3054440325e+05
0.0475481         	2.3044520378e+05
0.0475721         	2.3034591633e+05
0.0475962         	2.3024645444e+05
0.0476204         	2.3014502580e+05
0.0476445         	2.3004524123e+05
0.0476685         	2.2994525876e+05
0.0476925         	2.2984501637e+05
0.0477163         	2.2974801858e+05
0.0477404         	2.2965105479e+05
0.0477644         	2.2955446389e+05
0.0477882         	2.2945923451e+05
0.047812          	2.2936380817e+05
0.0478358         	2.2926827421e+05
0.0478598         	2.2917202098e+05
0.0478841         	2.2907399455e+05
0.0479082         	2.2897660374e+05
0.0479322         	2.2887894131e+05
